backend,qubit,gate,prop_name,prop_time
ibmqx2,0,,T1,2020-06-21 08:24:18+00:00
ibmqx2,0,,T2,2020-06-21 08:24:43+00:00
ibmqx2,0,,frequency,2020-06-21 09:01:47+00:00
ibmqx2,0,,readout_error,2020-06-21 08:24:00+00:00
ibmqx2,0,,prob_meas0_prep1,2020-06-21 08:24:00+00:00
ibmqx2,0,,prob_meas1_prep0,2020-06-21 08:24:00+00:00
ibmqx2,0,id,gate_error,2020-06-21 08:27:18+00:00
ibmqx2,0,id,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,0,u1,gate_error,2020-06-21 08:27:18+00:00
ibmqx2,0,u1,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,0,u2,gate_error,2020-06-21 08:27:18+00:00
ibmqx2,0,u2,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,0,u3,gate_error,2020-06-21 08:27:18+00:00
ibmqx2,0,u3,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,0,cx,gate_error,2020-06-21 08:37:02+00:00
ibmqx2,0,cx,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,0,cx,gate_error,2020-06-21 08:42:07+00:00
ibmqx2,1,,T1,2020-06-21 08:24:18+00:00
ibmqx2,1,,T2,2020-06-21 08:25:16+00:00
ibmqx2,1,,frequency,2020-06-21 09:01:47+00:00
ibmqx2,1,,readout_error,2020-06-21 08:24:00+00:00
ibmqx2,1,,prob_meas0_prep1,2020-06-21 08:24:00+00:00
ibmqx2,1,,prob_meas1_prep0,2020-06-21 08:24:00+00:00
ibmqx2,1,id,gate_error,2020-06-21 08:28:35+00:00
ibmqx2,1,id,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,1,u1,gate_error,2020-06-21 08:28:35+00:00
ibmqx2,1,u1,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,1,u2,gate_error,2020-06-21 08:28:35+00:00
ibmqx2,1,u2,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,1,u3,gate_error,2020-06-21 08:28:35+00:00
ibmqx2,1,u3,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,1,cx,gate_error,2020-06-21 08:37:02+00:00
ibmqx2,1,cx,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,1,cx,gate_error,2020-06-21 08:47:13+00:00
ibmqx2,2,,T1,2020-06-21 08:24:18+00:00
ibmqx2,2,,T2,2020-06-21 08:26:09+00:00
ibmqx2,2,,frequency,2020-06-21 09:01:47+00:00
ibmqx2,2,,readout_error,2020-06-21 08:24:00+00:00
ibmqx2,2,,prob_meas0_prep1,2020-06-21 08:24:00+00:00
ibmqx2,2,,prob_meas1_prep0,2020-06-21 08:24:00+00:00
ibmqx2,2,id,gate_error,2020-06-21 08:30:02+00:00
ibmqx2,2,id,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,2,u1,gate_error,2020-06-21 08:30:02+00:00
ibmqx2,2,u1,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,2,u2,gate_error,2020-06-21 08:30:02+00:00
ibmqx2,2,u2,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,2,u3,gate_error,2020-06-21 08:30:02+00:00
ibmqx2,2,u3,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,2,cx,gate_error,2020-06-21 08:42:07+00:00
ibmqx2,2,cx,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,2,cx,gate_error,2020-06-21 08:47:13+00:00
ibmqx2,2,cx,gate_error,2020-06-21 08:52:27+00:00
ibmqx2,2,cx,gate_error,2020-06-21 09:01:47+00:00
ibmqx2,3,,T1,2020-06-21 08:24:18+00:00
ibmqx2,3,,T2,2020-06-21 08:24:43+00:00
ibmqx2,3,,frequency,2020-06-21 09:01:47+00:00
ibmqx2,3,,readout_error,2020-06-21 08:24:00+00:00
ibmqx2,3,,prob_meas0_prep1,2020-06-21 08:24:00+00:00
ibmqx2,3,,prob_meas1_prep0,2020-06-21 08:24:00+00:00
ibmqx2,3,id,gate_error,2020-06-21 08:31:20+00:00
ibmqx2,3,id,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,3,u1,gate_error,2020-06-21 08:31:20+00:00
ibmqx2,3,u1,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,3,u2,gate_error,2020-06-21 08:31:20+00:00
ibmqx2,3,u2,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,3,u3,gate_error,2020-06-21 08:31:20+00:00
ibmqx2,3,u3,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,3,cx,gate_error,2020-06-21 08:52:27+00:00
ibmqx2,3,cx,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,3,cx,gate_error,2020-06-21 08:57:07+00:00
ibmqx2,4,,T1,2020-06-21 08:24:18+00:00
ibmqx2,4,,T2,2020-06-21 08:25:16+00:00
ibmqx2,4,,frequency,2020-06-21 09:01:47+00:00
ibmqx2,4,,readout_error,2020-06-21 08:24:00+00:00
ibmqx2,4,,prob_meas0_prep1,2020-06-21 08:24:00+00:00
ibmqx2,4,,prob_meas1_prep0,2020-06-21 08:24:00+00:00
ibmqx2,4,id,gate_error,2020-06-21 08:32:57+00:00
ibmqx2,4,id,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,4,u1,gate_error,2020-06-21 08:32:57+00:00
ibmqx2,4,u1,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,4,u2,gate_error,2020-06-21 08:32:57+00:00
ibmqx2,4,u2,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,4,u3,gate_error,2020-06-21 08:32:57+00:00
ibmqx2,4,u3,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,4,cx,gate_error,2020-06-21 09:01:47+00:00
ibmqx2,4,cx,gate_length,2020-06-21 09:01:47+00:00
ibmqx2,4,cx,gate_error,2020-06-21 08:57:07+00:00
ibmq_16_melbourne,0,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,0,,T2,2020-06-20 06:31:31+00:00
ibmq_16_melbourne,0,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,0,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,0,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,0,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,0,id,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,0,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,0,u1,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,0,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,0,u2,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,0,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,0,u3,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,0,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,0,cx,gate_error,2020-06-21 06:47:44+00:00
ibmq_16_melbourne,0,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,0,cx,gate_error,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,1,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,1,,T2,2020-06-21 06:34:45+00:00
ibmq_16_melbourne,1,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,1,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,1,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,1,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,1,id,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,1,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,1,u1,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,1,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,1,u2,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,1,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,1,u3,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,1,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,1,cx,gate_error,2020-06-21 06:47:44+00:00
ibmq_16_melbourne,1,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,1,cx,gate_error,2020-06-21 06:52:32+00:00
ibmq_16_melbourne,1,cx,gate_error,2020-06-21 07:46:26+00:00
ibmq_16_melbourne,2,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,2,,T2,2020-06-21 06:33:20+00:00
ibmq_16_melbourne,2,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,2,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,2,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,2,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,2,id,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,2,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,2,u1,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,2,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,2,u2,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,2,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,2,u3,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,2,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,2,cx,gate_error,2020-06-21 06:52:32+00:00
ibmq_16_melbourne,2,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,2,cx,gate_error,2020-06-21 06:57:16+00:00
ibmq_16_melbourne,2,cx,gate_error,2020-06-21 07:51:29+00:00
ibmq_16_melbourne,3,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,3,,T2,2020-06-21 06:34:45+00:00
ibmq_16_melbourne,3,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,3,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,3,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,3,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,3,id,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,3,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,3,u1,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,3,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,3,u2,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,3,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,3,u3,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,3,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,3,cx,gate_error,2020-06-21 06:57:16+00:00
ibmq_16_melbourne,3,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,3,cx,gate_error,2020-06-21 07:02:07+00:00
ibmq_16_melbourne,3,cx,gate_error,2020-06-21 07:56:20+00:00
ibmq_16_melbourne,4,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,4,,T2,2020-06-21 06:33:20+00:00
ibmq_16_melbourne,4,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,4,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,4,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,4,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,4,id,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,4,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,4,u1,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,4,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,4,u2,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,4,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,4,u3,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,4,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,4,cx,gate_error,2020-06-21 07:02:07+00:00
ibmq_16_melbourne,4,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,4,cx,gate_error,2020-06-21 07:06:15+00:00
ibmq_16_melbourne,4,cx,gate_error,2020-06-21 08:00:52+00:00
ibmq_16_melbourne,5,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,5,,T2,2020-06-21 06:34:45+00:00
ibmq_16_melbourne,5,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,5,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,5,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,5,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,5,id,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,5,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,5,u1,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,5,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,5,u2,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,5,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,5,u3,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,5,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,5,cx,gate_error,2020-06-21 07:06:15+00:00
ibmq_16_melbourne,5,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,5,cx,gate_error,2020-06-21 07:12:05+00:00
ibmq_16_melbourne,5,cx,gate_error,2020-06-21 08:06:22+00:00
ibmq_16_melbourne,6,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,6,,T2,2020-06-21 06:33:20+00:00
ibmq_16_melbourne,6,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,6,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,6,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,6,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,6,id,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,6,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,6,u1,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,6,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,6,u2,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,6,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,6,u3,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,6,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,6,cx,gate_error,2020-06-21 07:12:05+00:00
ibmq_16_melbourne,6,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,6,cx,gate_error,2020-06-21 08:10:58+00:00
ibmq_16_melbourne,7,,T1,2020-06-20 06:30:08+00:00
ibmq_16_melbourne,7,,T2,2020-06-21 06:33:20+00:00
ibmq_16_melbourne,7,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,7,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,7,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,7,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,7,id,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,7,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,7,u1,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,7,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,7,u2,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,7,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,7,u3,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,7,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,7,cx,gate_error,2020-06-21 07:16:23+00:00
ibmq_16_melbourne,7,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,8,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,8,,T2,2020-06-21 06:34:45+00:00
ibmq_16_melbourne,8,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,8,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,8,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,8,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,8,id,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,8,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,8,u1,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,8,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,8,u2,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,8,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,8,u3,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,8,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,8,cx,gate_error,2020-06-21 08:10:58+00:00
ibmq_16_melbourne,8,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,8,cx,gate_error,2020-06-21 07:16:23+00:00
ibmq_16_melbourne,8,cx,gate_error,2020-06-21 07:21:52+00:00
ibmq_16_melbourne,9,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,9,,T2,2020-06-21 06:33:20+00:00
ibmq_16_melbourne,9,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,9,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,9,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,9,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,9,id,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,9,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,9,u1,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,9,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,9,u2,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,9,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,9,u3,gate_error,2020-06-21 06:39:24+00:00
ibmq_16_melbourne,9,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,9,cx,gate_error,2020-06-21 08:06:22+00:00
ibmq_16_melbourne,9,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,9,cx,gate_error,2020-06-21 07:21:52+00:00
ibmq_16_melbourne,9,cx,gate_error,2020-06-21 07:27:07+00:00
ibmq_16_melbourne,10,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,10,,T2,2020-06-21 06:34:45+00:00
ibmq_16_melbourne,10,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,10,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,10,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,10,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,10,id,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,10,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,10,u1,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,10,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,10,u2,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,10,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,10,u3,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,10,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,10,cx,gate_error,2020-06-21 08:00:52+00:00
ibmq_16_melbourne,10,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,10,cx,gate_error,2020-06-21 07:27:07+00:00
ibmq_16_melbourne,10,cx,gate_error,2020-06-21 07:32:06+00:00
ibmq_16_melbourne,11,,T1,2020-06-06 06:32:00+00:00
ibmq_16_melbourne,11,,T2,2020-06-21 06:33:20+00:00
ibmq_16_melbourne,11,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,11,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,11,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,11,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,11,id,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,11,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,11,u1,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,11,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,11,u2,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,11,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,11,u3,gate_error,2020-06-21 06:36:00+00:00
ibmq_16_melbourne,11,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,11,cx,gate_error,2020-06-21 07:56:20+00:00
ibmq_16_melbourne,11,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,11,cx,gate_error,2020-06-21 07:32:06+00:00
ibmq_16_melbourne,11,cx,gate_error,2020-06-21 07:37:08+00:00
ibmq_16_melbourne,12,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,12,,T2,2020-06-20 06:33:55+00:00
ibmq_16_melbourne,12,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,12,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,12,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,12,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,12,id,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,12,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,12,u1,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,12,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,12,u2,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,12,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,12,u3,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,12,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,12,cx,gate_error,2020-06-21 07:51:29+00:00
ibmq_16_melbourne,12,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,12,cx,gate_error,2020-06-21 07:37:08+00:00
ibmq_16_melbourne,12,cx,gate_error,2020-06-21 07:41:47+00:00
ibmq_16_melbourne,13,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,13,,T2,2020-06-21 06:33:20+00:00
ibmq_16_melbourne,13,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,13,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,13,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,13,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,13,id,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,13,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,13,u1,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,13,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,13,u2,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,13,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,13,u3,gate_error,2020-06-21 06:40:42+00:00
ibmq_16_melbourne,13,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,13,cx,gate_error,2020-06-21 07:46:26+00:00
ibmq_16_melbourne,13,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,13,cx,gate_error,2020-06-21 07:41:47+00:00
ibmq_16_melbourne,13,cx,gate_error,2020-06-21 08:16:21+00:00
ibmq_16_melbourne,14,,T1,2020-06-21 06:31:39+00:00
ibmq_16_melbourne,14,,T2,2020-06-21 06:34:45+00:00
ibmq_16_melbourne,14,,frequency,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,14,,readout_error,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,14,,prob_meas0_prep1,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,14,,prob_meas1_prep0,2020-06-21 06:30:29+00:00
ibmq_16_melbourne,14,id,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,14,id,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,14,u1,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,14,u1,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,14,u2,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,14,u2,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,14,u3,gate_error,2020-06-21 06:37:16+00:00
ibmq_16_melbourne,14,u3,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,14,cx,gate_error,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,14,cx,gate_length,2020-06-21 08:21:06+00:00
ibmq_16_melbourne,14,cx,gate_error,2020-06-21 08:16:21+00:00
ibmq_vigo,0,,T1,2020-06-21 06:14:34+00:00
ibmq_vigo,0,,T2,2020-05-15 06:15:24+00:00
ibmq_vigo,0,,frequency,2020-06-21 06:47:17+00:00
ibmq_vigo,0,,readout_error,2020-06-21 06:14:04+00:00
ibmq_vigo,0,,prob_meas0_prep1,2020-06-21 06:14:04+00:00
ibmq_vigo,0,,prob_meas1_prep0,2020-06-21 06:14:04+00:00
ibmq_vigo,0,id,gate_error,2020-06-21 06:22:18+00:00
ibmq_vigo,0,id,gate_length,2020-06-21 06:47:17+00:00
ibmq_vigo,0,u1,gate_error,2020-06-21 06:22:18+00:00
ibmq_vigo,0,u1,gate_length,2020-06-21 06:47:17+00:00
ibmq_vigo,0,u2,gate_error,2020-06-21 06:22:18+00:00
ibmq_vigo,0,u2,gate_length,2020-06-21 06:47:17+00:00
ibmq_vigo,0,u3,gate_error,2020-06-21 06:22:18+00:00
ibmq_vigo,0,u3,gate_length,2020-06-21 06:47:17+00:00
ibmq_vigo,0,cx,gate_error,2020-06-21 06:28:01+00:00
ibmq_vigo,0,cx,gate_length,2020-06-21 06:47:17+00:00
ibmq_vigo,1,,T1,2020-06-21 06:14:34+00:00
ibmq_vigo,1,,T2,2020-06-21 06:20:49+00:00
ibmq_vigo,1,,frequency,2020-06-21 06:47:17+00:00
ibmq_vigo,1,,readout_error,2020-06-21 06:14:04+00:00
ibmq_vigo,1,,prob_meas0_prep1,2020-06-21 06:14:04+00:00
ibmq_vigo,1,,prob_meas1_prep0,2020-06-21 06:14:04+00:00
ibmq_vigo,1,id,gate_error,2020-06-21 06:22:18+00:00
