,backend,prop_quality,prop_name,prop_value,prop_time
249,ibmqx2,best,T2,47.672479081035966,2020-06-17 08:26:24+00:00
250,ibmqx2,worst,T2,84.77225403658117,2020-06-18 08:22:06+00:00
251,ibmqx2,mean,T2,65.33626192309015,2020-06-18 08:22:06+00:00
252,ibmqx2,best,readout_error,0.008000000000000007,2020-06-18 08:20:46+00:00
253,ibmqx2,worst,readout_error,0.03300000000000003,2020-06-18 08:20:46+00:00
254,ibmqx2,mean,readout_error,0.02230000000000003,2020-06-18 08:20:46+00:00
255,ibmqx2,best,id_error,0.0005220479014379581,2020-06-17 08:35:21+00:00
256,ibmqx2,worst,id_error,0.0017944733120617412,2020-06-17 08:33:56+00:00
257,ibmqx2,mean,id_error,0.0008746102963500488,2020-06-17 08:29:15+00:00
258,ibmqx2,best,cx_error,0.014536160533584919,2020-06-17 08:40:31+00:00
259,ibmqx2,worst,cx_error,0.022833132366272185,2020-06-17 08:56:28+00:00
260,ibmqx2,mean,cx_error,0.01861051900941021,2020-06-17 08:40:31+00:00
261,ibmqx2,best,T1,54.82532579978814,2020-06-17 08:25:30+00:00
262,ibmqx2,worst,T1,64.83205521372885,2020-06-17 08:25:30+00:00
263,ibmqx2,mean,T1,59.57129524422096,2020-06-17 08:25:30+00:00
264,ibmqx2,best,T2,47.672479081035966,2020-06-17 08:26:24+00:00
265,ibmqx2,worst,T2,72.59040849313149,2020-06-17 08:27:18+00:00
266,ibmqx2,mean,T2,60.36965120659717,2020-06-17 08:26:24+00:00
267,ibmqx2,best,readout_error,0.011500000000000066,2020-06-17 08:24:38+00:00
268,ibmqx2,worst,readout_error,0.08299999999999996,2020-06-17 08:24:38+00:00
269,ibmqx2,mean,readout_error,0.03220000000000003,2020-06-17 08:24:38+00:00
270,ibmqx2,best,id_error,0.000380265261353942,2020-06-16 08:25:24+00:00
271,ibmqx2,worst,id_error,0.0015419823552353144,2020-06-16 08:26:44+00:00
272,ibmqx2,mean,id_error,0.0008104359907085896,2020-06-16 08:22:38+00:00
273,ibmqx2,best,cx_error,0.012867299647009195,2020-06-16 08:45:09+00:00
274,ibmqx2,worst,cx_error,0.022414542103676466,2020-06-16 08:49:34+00:00
275,ibmqx2,mean,cx_error,0.016959776545658597,2020-06-16 08:31:57+00:00
276,ibmqx2,best,T1,41.266329929263286,2020-06-15 08:25:27+00:00
277,ibmqx2,worst,T1,79.38691773624858,2020-06-16 08:19:08+00:00
278,ibmqx2,mean,T1,61.194759686642115,2020-06-16 08:19:08+00:00
279,ibmqx2,best,T2,41.74572997108763,2020-06-16 08:20:11+00:00
280,ibmqx2,worst,T2,93.3158078917768,2020-06-16 08:20:47+00:00
281,ibmqx2,mean,T2,64.65991247894691,2020-06-16 08:20:11+00:00
282,ibmqx2,best,readout_error,0.010000000000000009,2020-06-16 08:18:57+00:00
283,ibmqx2,worst,readout_error,0.07299999999999995,2020-06-16 08:18:57+00:00
284,ibmqx2,mean,readout_error,0.03550000000000002,2020-06-16 08:18:57+00:00
285,ibmqx2,best,id_error,0.0004795493822264466,2020-06-15 08:35:06+00:00
286,ibmqx2,worst,id_error,0.0009733285411118554,2020-06-15 08:33:43+00:00
287,ibmqx2,mean,id_error,0.0007287805790779473,2020-06-15 08:29:02+00:00
288,ibmqx2,best,cx_error,0.011639851579784005,2020-06-15 08:56:59+00:00
289,ibmqx2,worst,cx_error,0.021130471750723273,2020-06-15 08:47:49+00:00
290,ibmqx2,mean,cx_error,0.01537214906505304,2020-06-15 08:38:58+00:00
291,ibmqx2,best,T1,41.266329929263286,2020-06-15 08:25:27+00:00
292,ibmqx2,worst,T1,61.8108278952841,2020-06-15 08:25:27+00:00
293,ibmqx2,mean,T1,51.391524757207904,2020-06-15 08:25:27+00:00
294,ibmqx2,best,T2,43.88624830526395,2020-06-14 08:30:59+00:00
295,ibmqx2,worst,T2,81.07266626075331,2020-06-15 08:27:09+00:00
296,ibmqx2,mean,T2,58.7465951670473,2020-06-15 08:26:07+00:00
297,ibmqx2,best,readout_error,0.00649999999999995,2020-06-15 08:25:13+00:00
298,ibmqx2,worst,readout_error,0.06899999999999995,2020-06-15 08:25:13+00:00
299,ibmqx2,mean,readout_error,0.027874999999999983,2020-06-15 08:25:13+00:00
300,ibmqx2,best,id_error,0.0005041436623604544,2020-06-14 08:34:00+00:00
301,ibmqx2,worst,id_error,0.0008426886747853428,2020-06-14 08:38:29+00:00
302,ibmqx2,mean,id_error,0.0006488833559669517,2020-06-14 08:34:00+00:00
303,ibmqx2,best,cx_error,0.014028638158951834,2020-06-14 08:59:57+00:00
304,ibmqx2,worst,cx_error,0.019944603919087867,2020-06-14 09:09:06+00:00
305,ibmqx2,mean,cx_error,0.016096811450322074,2020-06-14 08:44:18+00:00
306,ibmqx2,best,T1,47.17201612964848,2020-06-14 08:30:19+00:00
307,ibmqx2,worst,T1,63.53078979911564,2020-06-14 08:30:19+00:00
308,ibmqx2,mean,T1,56.730836387936414,2020-06-14 08:30:19+00:00
309,ibmqx2,best,T2,41.35744321165797,2020-06-14 08:31:36+00:00
310,ibmqx2,worst,T2,87.29807543720084,2020-06-13 08:32:54+00:00
311,ibmqx2,mean,T2,64.6763392219095,2020-06-14 08:30:59+00:00
312,ibmqx2,best,readout_error,0.007000000000000006,2020-06-14 08:30:02+00:00
313,ibmqx2,worst,readout_error,0.057499999999999996,2020-06-14 08:30:02+00:00
