backend,qubit,datetime,name,units,value,log_datetime
ibmq_vigo,3,2020-06-18T06:47:47+00:00,frequency,GHz,4.8079765435149175,2020-06-18T16:33:04.690429
ibmq_vigo,3,2020-06-18T06:09:21+00:00,readout_error,,0.015000000000000013,2020-06-18T16:33:04.690429
ibmq_vigo,3,2020-06-18T06:09:21+00:00,prob_meas0_prep1,,0.026000000000000023,2020-06-18T16:33:04.690429
ibmq_vigo,3,2020-06-18T06:09:21+00:00,prob_meas1_prep0,,0.004,2020-06-18T16:33:04.690429
ibmq_vigo,3,2020-06-18T06:47:47+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_vigo,4,2020-06-18T06:09:40+00:00,T1,탎,116.54391059141217,2020-06-18T16:33:04.690429
ibmq_vigo,4,2020-06-17T06:09:00+00:00,T2,탎,41.188011260955484,2020-06-18T16:33:04.690429
ibmq_vigo,4,2020-06-18T06:47:47+00:00,frequency,GHz,4.749844236118003,2020-06-18T16:33:04.690429
ibmq_vigo,4,2020-06-18T06:09:21+00:00,readout_error,,0.025000000000000022,2020-06-18T16:33:04.690429
ibmq_vigo,4,2020-06-18T06:09:21+00:00,prob_meas0_prep1,,0.040000000000000036,2020-06-18T16:33:04.690429
ibmq_vigo,4,2020-06-18T06:09:21+00:00,prob_meas1_prep0,,0.01,2020-06-18T16:33:04.690429
ibmq_vigo,4,2020-06-18T06:47:47+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_ourense,0,2020-06-18T07:31:43+00:00,T1,탎,90.60375481046093,2020-06-18T16:33:04.690429
ibmq_ourense,0,2020-06-18T07:32:39+00:00,T2,탎,81.92655798158313,2020-06-18T16:33:04.690429
ibmq_ourense,0,2020-06-18T08:21:02+00:00,frequency,GHz,4.820312892285969,2020-06-18T16:33:04.690429
ibmq_ourense,0,2020-06-18T07:31:14+00:00,readout_error,,0.019000000000000017,2020-06-18T16:33:04.690429
ibmq_ourense,0,2020-06-18T07:31:14+00:00,prob_meas0_prep1,,0.014000000000000012,2020-06-18T16:33:04.690429
ibmq_ourense,0,2020-06-18T07:31:14+00:00,prob_meas1_prep0,,0.024,2020-06-18T16:33:04.690429
ibmq_ourense,0,2020-06-18T08:21:02+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_ourense,1,2020-06-18T07:31:43+00:00,T1,탎,102.0110825895244,2020-06-18T16:33:04.690429
ibmq_ourense,1,2020-06-18T07:38:37+00:00,T2,탎,39.95939714521698,2020-06-18T16:33:04.690429
ibmq_ourense,1,2020-06-18T08:21:02+00:00,frequency,GHz,4.890451573924806,2020-06-18T16:33:04.690429
ibmq_ourense,1,2020-06-18T07:31:14+00:00,readout_error,,0.03300000000000003,2020-06-18T16:33:04.690429
ibmq_ourense,1,2020-06-18T07:31:14+00:00,prob_meas0_prep1,,0.04600000000000004,2020-06-18T16:33:04.690429
