,0.5,1.0,1.5,2.0
1021,-1.7948302777954743,-1.7943645402004131,-1.792906763465415,-1.7919150207421464
1022,-1.7947313442944202,-1.7943146260304579,-1.7946864999972276,-1.7925248516029264
1023,-1.794876439140729,-1.7937257035000858,-1.792255035177569,-1.7900980612376072
1024,-1.794873742346461,-1.7943197305979035,-1.7945829781326137,-1.7851937079062115
1025,-1.7947587532511617,-1.79348928968372,-1.7929865762965873,-1.7886255615424107
1026,-1.7949831960342464,-1.7944130091505932,-1.7940577485089981,-1.7926813538607314
1027,-1.794687599258828,-1.7918385490031674,-1.7940821132953375,-1.7926833462614622
1028,-1.795008799505316,-1.7922268691264114,-1.7939490796130526,-1.7923511386155526
1029,-1.79486123620921,-1.7935564003981002,-1.7942564259125318,-1.7922124107927753
1030,-1.7945974849042714,-1.7949635845382637,-1.7940869625059326,-1.7910693538827605
1031,-1.7945950445542793,-1.794247317819368,-1.792623768235056,-1.793113688744525
1032,-1.7945532760693812,-1.7944034564640705,-1.7938283726084854,-1.7896881297492575
1033,-1.7949714708251987,-1.7949517484339892,-1.7930482900793523,-1.7894342441243705
1034,-1.794937369888306,-1.7946524266898098,-1.7918313851385184,-1.789060901407059
1035,-1.7947462357826152,-1.7942615079665318,-1.7934413500463642,-1.7927999133865058
1036,-1.7946141968911469,-1.7940886780366658,-1.7932350599532336,-1.7915865992634832
1037,-1.794923609471312,-1.7921554514372509,-1.7907115500817485,-1.7912431407399887
1038,-1.7949952565637486,-1.7944049662171075,-1.7935867094966198,-1.7904991271003299
1039,-1.7948716179050985,-1.7946427215836973,-1.7933213850112866,-1.7924746198528618
1040,-1.794867225379148,-1.79355956819229,-1.792747537961347,-1.789712671228176
1041,-1.7948007502841865,-1.7946967493798083,-1.7932691805503613,-1.7895410743451203
1042,-1.794950599018823,-1.7945794610654717,-1.792930603889689,-1.7932334413829556
1043,-1.79493934330113,-1.794401615779087,-1.7925692453246524,-1.786128251216717
1044,-1.7948116823743687,-1.7942232966062333,-1.7937228966097565,-1.7872764111589547
1045,-1.794921166277514,-1.7946439395824967,-1.791271404362809,-1.7928062955955577
1046,-1.7948582149168693,-1.79427354002733,-1.790643191378496,-1.7896885894701802
1047,-1.7949829492110099,-1.7942362672263625,-1.7922216671379556,-1.792057040149456
1048,-1.7945950665740091,-1.7943079094470449,-1.7939637644423643,-1.7918785453995683
1049,-1.7946446121899822,-1.7943012979928499,-1.7933945622128042,-1.7920866339502197
1050,-1.7949740485794103,-1.7941659200103317,-1.7931954890271946,-1.7882036363296496
1051,-1.7949492121121426,-1.794503728694277,-1.7906013161551162,-1.7941740734403877
1052,-1.7948718484883281,-1.7942566140948428,-1.7938244402195855,-1.7932922618093756
1053,-1.7949697598848648,-1.7945655906395994,-1.7934122502188687,-1.793455024903439
1054,-1.7949142766062351,-1.7947658996327152,-1.7939075938836588,-1.78600129337505
1055,-1.7949423394706274,-1.794764047551317,-1.7934444302235806,-1.7934356945341512
1056,-1.7948917647429892,-1.794314026743465,-1.7924794361865928,-1.7922521375478484
1057,-1.7946790009607176,-1.794793198939697,-1.7924264630443962,-1.792763435239052
1058,-1.794910619003053,-1.7946576837748118,-1.7925421554427525,-1.7923077637530138
1059,-1.7947922327037285,-1.7945362390558444,-1.7929175832240067,-1.7896971521845404
1060,-1.7947945306606523,-1.794765622516987,-1.793160867829273,-1.7854728347811446
1061,-1.7946768871753611,-1.7917873185262208,-1.793824534344803,-1.7874522074984205
1062,-1.794898928394329,-1.794109420556879,-1.7943322399737431,-1.7923188536566286
1063,-1.7947605106817235,-1.7943543444436163,-1.7886716480930929,-1.7938494755751693
1064,-1.7949611242349701,-1.794851876723128,-1.7925276322395045,-1.793065129237042
1065,-1.794829106081634,-1.7947704042211183,-1.7933459819113517,-1.7891364492134247
1066,-1.7948381825741133,-1.7944476937576794,-1.792902898952091,-1.7899781843631652
1067,-1.7948569984256635,-1.7938931532765752,-1.7933824182719666,-1.7931878510766275
1068,-1.7948592502101102,-1.794324845212027,-1.7926223588001375,-1.7887315862248045
1069,-1.7947811392351007,-1.7943293829574571,-1.7904881250019231,-1.7923395227913488
1070,-1.7948810697419784,-1.7942380800342967,-1.7943346668602567,-1.7907296742067447
1071,-1.7944749781183433,-1.7931233852152122,-1.7944147930785368,-1.7925577305197826
1072,-1.7946629912310992,-1.7944337810098472,-1.793774760362515,-1.7934734836603554
1073,-1.7946971909507934,-1.7941747193482465,-1.793428120314489,-1.7921444151157364
1074,-1.7948285632481225,-1.7940477123732614,-1.791328572817344,-1.7916259760616107
1075,-1.7946709758824682,-1.794051609358271,-1.793665310648535,-1.788035160703524
1076,-1.7946407199401038,-1.7944208407607536,-1.7940151021117434,-1.7943510958453666
1077,-1.7948944089755643,-1.794646738207455,-1.7945495538638778,-1.7923075395286174
1078,-1.794798298536521,-1.7936271493028686,-1.7893123489363254,-1.7914318477746969
1079,-1.7945488084458094,-1.7911043808713822,-1.7940744059822273,-1.7928818877968296
1080,-1.7947573089317745,-1.7946675431062502,-1.7884858954148137,-1.790757205397621
1081,-1.7948483492878213,-1.7945637549931046,-1.7944253329414788,-1.7912052666560139
1082,-1.7946095658362389,-1.7947450080166876,-1.793581355367584,-1.7948362455672442
1083,-1.7948087519851088,-1.79423915108568,-1.793824281469325,-1.7869490440510511
1084,-1.7949146329578747,-1.7940305078778769,-1.7902969887943416,-1.7907682962428761
1085,-1.7946400954575823,-1.794400263658659,-1.7930976581495084,-1.7901036415569165
1086,-1.7949567693064612,-1.7935896475716602,-1.793701032926037,-1.7909650711434202
1087,-1.7948826348856826,-1.794683408865454,-1.7919459310185202,-1.790677242707387
1088,-1.7947099357400982,-1.7933492211760864,-1.7932898925740899,-1.794440667206282
1089,-1.7948860071997097,-1.7938674121799034,-1.7923871294823501,-1.7911207513523604
1090,-1.794816860133691,-1.794548717404997,-1.794038409400758,-1.7886603516919588
1091,-1.7943736771146512,-1.7945741840535392,-1.7929444284280764,-1.789840742193035
1092,-1.7947201460428766,-1.794309284089472,-1.793332438329109,-1.7924489846329572
1093,-1.7949577220188273,-1.7946357886150566,-1.7947340485609917,-1.7940633429087853
1094,-1.7949282799335355,-1.7940816838074523,-1.7935111484613646,-1.7891919110756795
1095,-1.79474730552483,-1.7944637818769704,-1.7939962735812598,-1.7931024282938053
1096,-1.794596518258112,-1.7944903619016332,-1.794019485936295,-1.7934603407469225
1097,-1.7949775077338304,-1.7947402188206416,-1.789362000695833,-1.7904356560180206
1098,-1.794829980243123,-1.7942950443471422,-1.7938110814622732,-1.7932419625537661
1099,-1.7948989851280692,-1.794595529466372,-1.793934976419318,-1.7895486003332228
1100,-1.7948513421997698,-1.7936182189290353,-1.7924958103884723,-1.7944694902527523
1101,-1.794838116806633,-1.794697442115769,-1.7930847895409823,-1.7913202719983892
1102,-1.7949921089855474,-1.7947986735271966,-1.7942262357215712,-1.7901731983795512
1103,-1.7948253221712813,-1.7943675112449222,-1.7916785075709014,-1.791054655848607
1104,-1.795032989381455,-1.7942486672863083,-1.793602455376436,-1.7877019803968048
1105,-1.7949039480945064,-1.7929191215640403,-1.7939778055300644,-1.792664299471933
1106,-1.7949933592008163,-1.7929955638226838,-1.7931307826324252,-1.787808797767931
1107,-1.7947647050788036,-1.7948175969687328,-1.7853478055937266,-1.7937588796086223
1108,-1.7944903509386916,-1.7943774765697342,-1.7920598731726582,-1.7874002142457688
1109,-1.7949000320470239,-1.7941076616894325,-1.792560923584894,-1.7924179214342297
1110,-1.7948565316067329,-1.7940914131614032,-1.7926659433411583,-1.792411344899905
1111,-1.794879339871908,-1.7940048872142,-1.7937964025039301,-1.7926159155414227
1112,-1.7949659771030089,-1.794753467761368,-1.7933886440727977,-1.790129106244205
1113,-1.794891796784453,-1.794793563369994,-1.79256741999294,-1.7922558033199056
1114,-1.7947031202339099,-1.7943018121021126,-1.7945545057873664,-1.7924505868104479
1115,-1.7948086036174349,-1.7946493119871372,-1.7907053503952501,-1.792178599065759
1116,-1.7947659096848594,-1.7947925954781534,-1.7932926147627546,-1.792564643984762
1117,-1.7947878573700469,-1.7940582614363323,-1.7923435845741997,-1.793567470202208
1118,-1.7949067430372816,-1.7930829124328889,-1.793897453748451,-1.7908051850602469
1119,-1.7947484573316053,-1.794703993804792,-1.7946944709216774,-1.7934002101248454
1120,-1.794844852022937,-1.7947196587485819,-1.7932725146503121,-1.7931778522681214
1121,-1.7948916286090886,-1.793803529478454,-1.7947512828707761,-1.7888794930242558
1122,-1.7945294106573952,-1.794192771577912,-1.791800337085875,-1.7924109864016124
1123,-1.7949211462013113,-1.794062873163468,-1.7899403418364812,-1.7936338042886129
1124,-1.7949189669036296,-1.794675040746095,-1.7933427992128488,-1.7911353060106687
1125,-1.7948700640580215,-1.794313549786126,-1.7942846120090337,-1.7895525073912055
1126,-1.7946722697190234,-1.7940823395918732,-1.7932047989161934,-1.7921672121987657
1127,-1.794819905870243,-1.7947133962628068,-1.7935295163913327,-1.7891488511788765
1128,-1.7945313638493365,-1.7937961299029772,-1.793899362211985,-1.7939414158333833
1129,-1.794885560330052,-1.7944111409480454,-1.7935229723001564,-1.7910097015523645
1130,-1.7949081373073683,-1.7936897497717859,-1.793980669412199,-1.7846468429933648
1131,-1.7949008423486048,-1.7942269241003073,-1.7912705930265307,-1.7926909846664378
1132,-1.7948396683758292,-1.7943170637931893,-1.7919121841138388,-1.792833871416777
1133,-1.7948512733850068,-1.7946808414215563,-1.7928587561385063,-1.790892602649973
1134,-1.7948759790479176,-1.7939146326598125,-1.7927795613354658,-1.788261268601932
1135,-1.7948735383399756,-1.7944339119382584,-1.7920214403651795,-1.7917014383726566
1136,-1.7948887179580373,-1.7944468608871356,-1.79302334999242,-1.789265399902139
1137,-1.7949009589677791,-1.7940610170207063,-1.7942285070985236,-1.7923981960314062
1138,-1.794968018035786,-1.793387933438476,-1.7934887110131033,-1.7940508221589682
1139,-1.794941330973583,-1.794145198994797,-1.793203258850389,-1.7881265418079817
1140,-1.7948298292092901,-1.794754659889719,-1.7917840350638927,-1.7924343559470306
1141,-1.794939963998891,-1.7943081058477999,-1.7929368063398738,-1.7925948622249566
1142,-1.7943271796208558,-1.794667055456393,-1.7936377543110669,-1.7900755556893322
1143,-1.7947032410022348,-1.794420564205704,-1.7885849896696195,-1.78922565565661
1144,-1.7948355381908958,-1.7937703270087202,-1.7933954595214048,-1.7932584395400295
1145,-1.7949297258263806,-1.794305169974142,-1.791939475765512,-1.7910726061612743
1146,-1.7949584006700323,-1.793996943256515,-1.7919749401513263,-1.7882295852190586
1147,-1.7947877434972,-1.7945152973095935,-1.7933501709944333,-1.7907968338158897
1148,-1.7949464318782735,-1.7947014354477335,-1.7945177145443145,-1.7926325971100419
1149,-1.7949347884688787,-1.7935473152606274,-1.7947843710577458,-1.7926920997911446
1150,-1.7949299784223267,-1.7944150549626419,-1.7935221907084171,-1.7874577813432238
1151,-1.7949242963516912,-1.7947377466416736,-1.792939961570526,-1.7937771139988163
1152,-1.7946798944314262,-1.793401441408521,-1.7936621076698471,-1.7887153850349282
1153,-1.7948309174543644,-1.7944475513433136,-1.7923064288178385,-1.7931064299780572
1154,-1.7948451479541967,-1.7938951123050133,-1.7915158761666143,-1.7888162040117819
1155,-1.7950086429784222,-1.7948875298364717,-1.792928592477162,-1.7922501469483851
1156,-1.7947397141707049,-1.7935402112093515,-1.7937490366392848,-1.7941191930569396
1157,-1.7947214652526489,-1.794806488707121,-1.7937730612531415,-1.7912107250781297
1158,-1.7948983109196783,-1.7944826352331973,-1.7933237064261316,-1.792139366061725
1159,-1.7948176165271241,-1.794479553585924,-1.7926632173072519,-1.7921462771412902
1160,-1.7947170888341213,-1.7937257975848198,-1.7942160030077987,-1.7930510429369537
1161,-1.7947432487096147,-1.7946035261039117,-1.7931554963953276,-1.790334264091442
1162,-1.7949152802027841,-1.7944798740109211,-1.7933725433664953,-1.7914389291555193
1163,-1.79494959884051,-1.7947590475728716,-1.7910579106785836,-1.7938628072453504
1164,-1.7947655478034519,-1.793488582382633,-1.7921736356665132,-1.7917817639285183
1165,-1.7945762679727584,-1.793841185755095,-1.7920952701137178,-1.7922242622624076
1166,-1.7948021921238875,-1.7939464978186408,-1.7928633181255007,-1.7930846044581203
1167,-1.7949788723935292,-1.7918185574865497,-1.7925765067849797,-1.7894758767075611
1168,-1.7947643088113612,-1.7939914075558403,-1.7909365710170024,-1.7905468098472634
1169,-1.7948232467669687,-1.7939051927330487,-1.793922611437028,-1.7870436907649223
1170,-1.7949665318573829,-1.7948102116513749,-1.7943880071306977,-1.7925855295441129
1171,-1.7948355068178365,-1.7940863033341587,-1.7931692295798436,-1.7918795744356515
1172,-1.794836517794847,-1.7943879975548231,-1.7915793936242168,-1.791766577678795
1173,-1.7947148343909651,-1.794293676712678,-1.7918170227348167,-1.7942850659420606
1174,-1.7948980782752426,-1.7926638479003114,-1.7917461130982035,-1.791299699450926
1175,-1.794957749843256,-1.7938344312970833,-1.7938555425914475,-1.7927998457175218
1176,-1.7948259320859776,-1.7946981638187607,-1.7911283235282252,-1.7925437483088513
1177,-1.7948850064776023,-1.794682729816846,-1.792535160844947,-1.7929735181116002
1178,-1.7948644706663544,-1.7943221318595615,-1.7944408383671218,-1.7930820202927975
1179,-1.7949924452056971,-1.7944679913069919,-1.79340325985142,-1.7926872996154675
1180,-1.7948700841459186,-1.7939830486970556,-1.792205768662791,-1.7936442031509077
1181,-1.7948886961712367,-1.7947488980210817,-1.7932385508973514,-1.791022660052588
1182,-1.7949260249451786,-1.7908131563185932,-1.7928749009967215,-1.7923063316519792
1183,-1.7946232850441117,-1.7944779508247826,-1.7927730789639207,-1.7928359561376643
1184,-1.7948921033580982,-1.7944767879487573,-1.7942829676330754,-1.7887620209427981
1185,-1.7948841458004687,-1.7945136421951515,-1.792535089471429,-1.7903033539286597
1186,-1.7947411719110824,-1.7940679592522601,-1.7920334416215795,-1.793384000577247
1187,-1.7947542339476856,-1.7944595608618732,-1.7931313757487497,-1.7921085829246617
1188,-1.7948592014054596,-1.7948070487656307,-1.7937011349070675,-1.7899977233329611
1189,-1.7948231729835413,-1.7940069094695599,-1.7907227039269349,-1.7895108915781759
1190,-1.7948522640317197,-1.7942620457194793,-1.7912685462177576,-1.7935697456030466
1191,-1.794876886655293,-1.7939343968054078,-1.7941293479456468,-1.7914460974668251
1192,-1.7949689534764577,-1.7936661706329695,-1.7933508310912951,-1.7904205886782045
1193,-1.7949118530433592,-1.7944990314609255,-1.792701109922638,-1.7920484107794135
1194,-1.7949256473445065,-1.794634071967463,-1.7930026039998452,-1.7920151767438364
1195,-1.7949731436337482,-1.7947199779640972,-1.7934449388281541,-1.790599198175432
1196,-1.794852667799545,-1.7940866615905295,-1.7926077225209833,-1.792915577882134
1197,-1.794962617108907,-1.7941953555832963,-1.79244249305779,-1.793475335170327
1198,-1.794835905764269,-1.7949094894574096,-1.7934493296272787,-1.7933004147321503
1199,-1.7948832033386521,-1.7944653435584748,-1.7938232539092775,-1.793333712642275
1200,-1.7949077098896535,-1.7946219226021263,-1.7937223078959315,-1.791325178611665
1201,-1.7948995025370547,-1.794393539933083,-1.7868661959625418,-1.7923165263788448
1202,-1.7950233139840122,-1.7938561991689452,-1.7934308980744398,-1.7923480111598742
1203,-1.7944729375264818,-1.7949529357219938,-1.7930897724465633,-1.7892498717362577
1204,-1.7948348071950222,-1.7944539377502795,-1.7931963151240435,-1.7861334099955675
1205,-1.7948593358374432,-1.7947128542247934,-1.7941517836018415,-1.7906033619663047
1206,-1.794959841632014,-1.7939529648022832,-1.7930911033263492,-1.7940236577395097
1207,-1.7948617783799072,-1.7943326107119288,-1.7937714176837858,-1.793152319369944
1208,-1.7946752781876485,-1.7937561971330833,-1.793054345397694,-1.7876052325306548
1209,-1.7947150463772767,-1.7936690722945134,-1.7923411872043449,-1.7926868924498631
1210,-1.7947130421275244,-1.7938414217757086,-1.7931411320572868,-1.787781952569641
1211,-1.7948402787221431,-1.7932549937128517,-1.7923347341760127,-1.7917940496913087
1212,-1.7948611217205523,-1.7942115106682994,-1.7926254186182085,-1.790123566942099
1213,-1.7947258141653326,-1.7931570755807842,-1.7906023140589218,-1.7914701890297586
1214,-1.794726215050738,-1.7930107936985258,-1.7915318543059546,-1.7896021156200876
1215,-1.794932799556172,-1.7947227028831962,-1.7948707985275565,-1.7915776216075052
1216,-1.7947537889806444,-1.7944353467059988,-1.7908819396445153,-1.7927427060622378
1217,-1.7949255766887358,-1.7939675997840374,-1.7902263772435352,-1.7885843455544432
1218,-1.7946730273596485,-1.7935838554347043,-1.7883780709143617,-1.7885707657539267
1219,-1.7950081187311693,-1.793503937939583,-1.792912059769729,-1.7924720847633249
1220,-1.7948737370458652,-1.7939740353250453,-1.793599828790403,-1.79249436899713
1221,-1.7948069093350756,-1.7945096553542605,-1.7928812555006206,-1.7910310681038473
1222,-1.7948547938964574,-1.7949075940903505,-1.793569650127011,-1.7925069384788377
1223,-1.79491313675486,-1.7934442089641678,-1.7946267269738532,-1.791968263150098
1224,-1.794964885918334,-1.7938898140322608,-1.7891750587204216,-1.7922203441998723
1225,-1.7948525928516634,-1.7940185124005428,-1.7926540400223019,-1.7920832915421159
1226,-1.794815020912398,-1.79439529833604,-1.7931515060601861,-1.7915240192312702
1227,-1.7948946570762039,-1.794564354214568,-1.7915959055222763,-1.7907065502580044
1228,-1.7947810356941003,-1.7943295802290038,-1.7923961190291156,-1.7894656265515034
1229,-1.794922456467411,-1.7929450069417876,-1.7917318888802138,-1.7928222601534682
1230,-1.7948484232022541,-1.792961565541585,-1.792216005424254,-1.7924713495560118
1231,-1.7948248421838764,-1.7942319428702835,-1.7942611778417885,-1.7917659875162808
1232,-1.7947520022974337,-1.7940650896323258,-1.7925462867480713,-1.790932291849565
1233,-1.7948199560425169,-1.793737684340341,-1.7940034698731258,-1.7886405724296388
1234,-1.7948878871346619,-1.7945208071680407,-1.7936860095628342,-1.7930099976154326
1235,-1.7948457222005996,-1.7946032258628921,-1.793450432823497,-1.7928749161028061
1236,-1.7950380810586473,-1.7948503576909591,-1.7935736623856189,-1.7909180560881022
1237,-1.794543162334238,-1.7941350648054937,-1.7927005583181286,-1.792529147344034
1238,-1.795004872648185,-1.7932200454696323,-1.7931939384328301,-1.7921951667373626
1239,-1.7949332196536782,-1.7937320232694511,-1.7914506806934067,-1.7929706666398908
1240,-1.7947995148864033,-1.7939866162759746,-1.7944125501758457,-1.7930493490020933
1241,-1.7948414252748064,-1.7945377374958906,-1.7927741502270897,-1.789284820795245
1242,-1.7949608948701172,-1.794880305939249,-1.7940187346905967,-1.7929128471054954
1243,-1.794745389723055,-1.7933947174025167,-1.793564856842642,-1.793037020320256
1244,-1.794785448061698,-1.793387743844917,-1.7943158812094586,-1.7927489533276206
1245,-1.7948496845006725,-1.7938229739198692,-1.7921253110075368,-1.793624873715981
1246,-1.7948270327614773,-1.7941294782493733,-1.7905419361894617,-1.7919979414642127
1247,-1.7947641766563502,-1.7936776597745605,-1.7915989119601505,-1.7912933860059819
1248,-1.7948599605545463,-1.7944326919612836,-1.7940494551557573,-1.7929527998740062
1249,-1.7943621488204973,-1.794132845779891,-1.7916043334127543,-1.7935666630104252
1250,-1.7949613810695486,-1.7935914335227916,-1.793634502091575,-1.7909370354023302
1251,-1.7950062347681388,-1.7946547562409136,-1.793200401865991,-1.7939309687968215
1252,-1.7948977047035939,-1.794778872282548,-1.7929018226028954,-1.7892821579772369
1253,-1.7946453892369867,-1.7935936147457037,-1.7936703276858872,-1.7916146033681322
1254,-1.7948983256751443,-1.7944355949007846,-1.7935210976564588,-1.7936119148387297
1255,-1.7949217551929109,-1.7946196741530782,-1.79394592499946,-1.7902323608900534
1256,-1.794604958595269,-1.7946896256720095,-1.7921063976479703,-1.7928831375868866
1257,-1.7948283023707705,-1.7940180836522315,-1.7931203594097833,-1.7929417975069633
1258,-1.7947171715910997,-1.7935165914465931,-1.7930988360520488,-1.7899496003990063
1259,-1.7947301588301938,-1.7945089881937593,-1.7919279194532027,-1.792835047993884
1260,-1.794627178421103,-1.7944347518243358,-1.7941398440935366,-1.7912283940788933
1261,-1.794807492544707,-1.7948365717015489,-1.7932546129324418,-1.7932881478270128
1262,-1.794826695285964,-1.79409488965292,-1.7932654592563702,-1.7942990686293134
1263,-1.7948671673764252,-1.7941004061789612,-1.793811511946886,-1.789556757912257
1264,-1.7947579423587132,-1.7935177392464894,-1.7934743695563622,-1.789729325181412
1265,-1.7948485087790078,-1.7945463183724688,-1.794224441502618,-1.7921630288523338
1266,-1.794910030136268,-1.7942462890700845,-1.7929465167743173,-1.7917936570982547
1267,-1.794928719136103,-1.794277302180061,-1.7922240563048382,-1.7943671400956474
1268,-1.7948973331322755,-1.7933071920538066,-1.7934406313785765,-1.7869147371985488
1269,-1.7948159215971582,-1.794512289475393,-1.7943462451118504,-1.7928840144471572
1270,-1.7948535833157795,-1.7943447764238898,-1.7943726588933102,-1.7929603585360034
1271,-1.7949330105347259,-1.7942793737424547,-1.7934566714433058,-1.7912877230947326
1272,-1.7947053681349536,-1.794581251856009,-1.7938409603306784,-1.790986794849908
1273,-1.794668668578042,-1.7937403801054566,-1.7921605277529882,-1.7912919005861034
1274,-1.7948024477447835,-1.7941351342301144,-1.7932997738384018,-1.7922419629797535
1275,-1.794800064762238,-1.7942056518987277,-1.7935029528468822,-1.7875005305234084
1276,-1.794638125855482,-1.7947516120369786,-1.791781151688928,-1.7941775393713004
1277,-1.7949792721823534,-1.7947150062551154,-1.7934359438137237,-1.793765945615689
1278,-1.7948280839787203,-1.794721681689624,-1.7941564991727303,-1.7921779417844674
1279,-1.794738370323973,-1.793886214320651,-1.793386634761685,-1.7906647282593773
1280,-1.794849687410669,-1.7934311624308374,-1.7927041062985736,-1.7927558153227048
1281,-1.794851725903989,-1.7941218526750948,-1.7936511811881133,-1.7906830476159097
1282,-1.794882296646465,-1.793479670185407,-1.7939901250103982,-1.791541192929778
1283,-1.7946643748588047,-1.793676601218887,-1.794756329941304,-1.7932275805925895
1284,-1.7948850895919297,-1.7945552322987264,-1.7938815754452708,-1.7924435343666856
1285,-1.7949762975176928,-1.7943190779151457,-1.793335949902111,-1.7922531434403515
1286,-1.7950342171719291,-1.7947691161915635,-1.7938047797065448,-1.7897552948163726
1287,-1.7946895327956196,-1.794180256466674,-1.7930277973322564,-1.7910284001287475
1288,-1.7949037507093313,-1.794406621424799,-1.7939397862687356,-1.7931305801447226
1289,-1.79499956044868,-1.794010576732967,-1.794509120801434,-1.7931782895194865
1290,-1.7949288324772439,-1.7941569807611781,-1.7934987806375942,-1.7836356496240846
1291,-1.7947713362932847,-1.7930091513949575,-1.7923664621753674,-1.7941081175832676
1292,-1.794911782966777,-1.7946643752342861,-1.7935941847596526,-1.7913926925002284
1293,-1.7946888795047438,-1.7945914013372877,-1.7935139270558649,-1.7894086103487359
1294,-1.79488385709779,-1.7943591368591767,-1.7942419012069108,-1.7919233759288065
1295,-1.794706957953605,-1.7945483158173372,-1.793716007370362,-1.791445888527718
1296,-1.7949198093592087,-1.79426468572888,-1.79258886403791,-1.7897701324565327
1297,-1.7948703879761645,-1.7943754887958998,-1.7940686326650979,-1.7911369055835349
1298,-1.7948722102492547,-1.7948250129572816,-1.7928347289683713,-1.7900914665458918
1299,-1.794940733557167,-1.7936317887898503,-1.7948721152560818,-1.7887981268081072
1300,-1.7948862262597411,-1.7944664268651787,-1.7924597245108371,-1.7919694806228073
1301,-1.79489422898356,-1.7936628076075247,-1.794212191538978,-1.7932562984734595
1302,-1.794933303004282,-1.7940423382332344,-1.7933450201858792,-1.7931133299222979
1303,-1.7946373878693962,-1.7946037029437245,-1.7936637293213982,-1.7940847799645627
1304,-1.7948714798428946,-1.7930796318585147,-1.7904589511888531,-1.7910269939810468
1305,-1.7949414263331187,-1.7945157467211297,-1.7925997457910956,-1.791033110988049
1306,-1.794935565540125,-1.794774923231131,-1.7946707876570782,-1.7919593136641567
1307,-1.7949657771404748,-1.7943883482036025,-1.7943516213605282,-1.792591111268747
1308,-1.7948430200596373,-1.7943823572503066,-1.7937768631523578,-1.7893013137820772
1309,-1.794689948094542,-1.7947597084653097,-1.7943487882010463,-1.7938432442225103
1310,-1.7949908156143293,-1.7940702623939309,-1.791401979038538,-1.7940334876937767
1311,-1.7948182123019714,-1.794270013701599,-1.7932896641928742,-1.7919731091272977
1312,-1.7948851229456873,-1.7944548035156753,-1.7940530402310193,-1.7920204833525415
1313,-1.7949639935618185,-1.7938760439273351,-1.791804256686687,-1.7915916856627485
1314,-1.7949064266895156,-1.7944691709951055,-1.794249019509217,-1.7927092927847132
1315,-1.7946617929464943,-1.7940702852275012,-1.7931374127165913,-1.7907337350236345
1316,-1.7945203207233873,-1.7942681641376819,-1.7920485349037043,-1.7937481784670535
1317,-1.794899077742743,-1.7945786964887207,-1.7913027443670164,-1.7894813433824879
1318,-1.7949710084519572,-1.7947245321880034,-1.7925196840363755,-1.7920744027440085
1319,-1.7948810396946229,-1.794931682635935,-1.7912885118851576,-1.7917636194062636
1320,-1.7949566921404383,-1.7943772184013485,-1.793870992877769,-1.7920642834961824
1321,-1.7948836574874205,-1.7942506895088957,-1.794677132455224,-1.7914702556952102
1322,-1.7949661643997485,-1.79448894645086,-1.793232908422666,-1.7926388667905946
1323,-1.7948245657009325,-1.7926172400592344,-1.7940406696595321,-1.7847445135481894
1324,-1.7947229269778782,-1.7936891959485382,-1.7930517101205434,-1.7904422284802783
1325,-1.7949045558685088,-1.7922100766435802,-1.7948334981702885,-1.7912666747115447
1326,-1.7949434398638755,-1.7947063993570427,-1.7940703544670793,-1.7934218497458794
1327,-1.7946663913007368,-1.7928983097959952,-1.7933174380153947,-1.789250510247835
1328,-1.794831395017562,-1.7939337057691664,-1.7942455247568736,-1.7934285598008215
1329,-1.7947648553432176,-1.7942596641856858,-1.7935676436771433,-1.7932732704873742
1330,-1.794984901144935,-1.7940682495400937,-1.7925610943879602,-1.791565023161262
1331,-1.794845689246094,-1.7946606933390288,-1.7940359928559317,-1.7907485060056434
1332,-1.794958801436936,-1.7939225236890612,-1.7893421421692284,-1.7875148964609744
1333,-1.7948154393538227,-1.794093450579413,-1.7929644835148222,-1.7912141318430514
1334,-1.794870296746952,-1.7925994220649275,-1.7934691262235185,-1.7909088678939935
1335,-1.7948285580061811,-1.7921150261591745,-1.7934260727773883,-1.7927638969626027
1336,-1.7946915554578733,-1.7941223182639434,-1.7942982727753352,-1.7944713303790407
1337,-1.7948181337767328,-1.7937919056939302,-1.786687964515289,-1.7938549947490385
1338,-1.79473996826625,-1.7938134427818622,-1.794287359201619,-1.7917309074734462
1339,-1.7947177825479457,-1.793694636871243,-1.7912461619846738,-1.7919749917031143
1340,-1.794910147300758,-1.792790684158219,-1.794034397705782,-1.788437429855724
1341,-1.7947317155214546,-1.7939624703268555,-1.7927557631684368,-1.7893419073597987
1342,-1.7949055659529178,-1.7943374527240492,-1.794127765454068,-1.7917034521274047
1343,-1.7948519153213205,-1.7941614392091,-1.793995918986305,-1.7919139319068935
1344,-1.7948425357209048,-1.7941740885549322,-1.7942378986698642,-1.7899047806733108
1345,-1.7948146641755494,-1.7947283687797182,-1.793901456097004,-1.788566096437986
1346,-1.7949886098904524,-1.7940531290007395,-1.7913120658859278,-1.7912267630319645
1347,-1.7950200289666425,-1.7941241862040076,-1.7907986437518775,-1.7893744229013153
1348,-1.794484844212085,-1.7940965169812795,-1.792654551617427,-1.7918794839698235
1349,-1.794513670502651,-1.7931103585239088,-1.7911251026120323,-1.7911125082711392
1350,-1.7947866570187996,-1.7930314692989007,-1.7929300744996033,-1.7916694068695866
1351,-1.7947480725686729,-1.794344413453287,-1.7905744367412715,-1.7917804358735316
1352,-1.7948791857560655,-1.7938755016748227,-1.7931896163810648,-1.792704381004353
