,0.5,1.0,1.5,2.0
98,-1.7948596206690408,-1.7935149832632011,-1.7932873537422194,-1.7926178593574706
99,-1.7948599323665975,-1.794286895941917,-1.793300674730244,-1.7933713584390443
100,-1.7941519846566474,-1.794650175227876,-1.7922153308877482,-1.7939242436837641
101,-1.794893941982844,-1.7942574519959136,-1.7925835369466696,-1.7894565995800966
102,-1.7947593608615509,-1.7939840244364718,-1.792708405263465,-1.7924947864327407
103,-1.794826483876062,-1.7941308029232064,-1.7939239466870025,-1.7913839577819548
104,-1.79484059109096,-1.7948239104315709,-1.7935018598999428,-1.7944782037628837
105,-1.7948835115362276,-1.7930524653430284,-1.7904417084190631,-1.7933495944616538
106,-1.7948630306633144,-1.7942392059254173,-1.7929826339036654,-1.7904239863282987
107,-1.7944907691143739,-1.7934937852410795,-1.7915458606191186,-1.7904613851332745
108,-1.7949456499439758,-1.7944893820565668,-1.7927278309275514,-1.7939881328840925
109,-1.7948018613815173,-1.794093450485676,-1.7930247592019302,-1.794488886580364
110,-1.794948893381003,-1.7936997946261908,-1.7943337337737795,-1.7937059385842058
111,-1.7949641568155403,-1.7940513280800316,-1.7934872713070715,-1.7912075988709741
112,-1.7948896012144049,-1.793689168232964,-1.7909689225933159,-1.7924642796018402
113,-1.7946876576853028,-1.793948257811203,-1.7930289540764996,-1.7909663255086579
114,-1.794958733980779,-1.7946173398015852,-1.7943494572933014,-1.7885868379807381
115,-1.794786886001846,-1.7931358544250235,-1.7930910461713563,-1.7911109822635467
116,-1.794759758177891,-1.7941693286245515,-1.7937643216581995,-1.792529559657004
117,-1.7948813933881764,-1.7943789544281485,-1.7938416482249302,-1.7916279590630757
118,-1.7948330764915386,-1.7940215053407638,-1.7934058978169904,-1.7869618512071461
119,-1.7949438545362786,-1.794725701900076,-1.7921073503699603,-1.7882559445449295
120,-1.7949214690345832,-1.794359913558493,-1.7928081071057664,-1.7903108112424377
121,-1.7948490744089454,-1.7945870696294797,-1.7938760723944325,-1.7905960393614047
122,-1.7947607470947105,-1.7937827076899464,-1.794134558393111,-1.791792197300301
123,-1.7947481031029184,-1.7949345654389726,-1.793642686671423,-1.7934079452405236
124,-1.7948797308403863,-1.7938991728417661,-1.7939820886880702,-1.7887464303007967
125,-1.7948084095157864,-1.7939594580512308,-1.7934522524041268,-1.79347530669916
126,-1.7947221679281986,-1.7942273192433185,-1.79294536460729,-1.7924368976245997
127,-1.7948532743151508,-1.794423707524841,-1.7938069037330653,-1.7888288115175355
128,-1.7949467339191392,-1.7940885974302656,-1.7929799502616215,-1.7916623509051233
129,-1.7949411051442903,-1.7944798396001214,-1.7926669568540914,-1.7894875295590165
130,-1.7948785459236822,-1.7936017713384693,-1.7943314358486349,-1.7923466575207432
131,-1.7949531111352468,-1.7944128435797608,-1.7943098873496668,-1.792957435034753
132,-1.7949711455644224,-1.7941557731652376,-1.7925122607744803,-1.7900954270586784
133,-1.7947229908560387,-1.7941882424893545,-1.7918929645033406,-1.78557387190081
134,-1.7949266748271229,-1.7940834301161517,-1.7916511132270494,-1.7931275809930711
135,-1.7949794306840952,-1.7946879537449585,-1.7937017579536678,-1.7892734256881218
136,-1.7947033554967518,-1.7945342941309494,-1.794026092000715,-1.7898324265469547
137,-1.7950116735086448,-1.7943395621914695,-1.7900129327414842,-1.7911443884520581
138,-1.794741933108622,-1.7943486446349304,-1.794133506973969,-1.7925883807485556
139,-1.7949790845369176,-1.7937295846664252,-1.7937297540464834,-1.790275821398989
140,-1.7950143949037645,-1.7938071414404093,-1.7922673807647191,-1.7908940498338182
141,-1.7947302099425861,-1.7943707251424792,-1.7938875628773314,-1.793063090745021
142,-1.7948314065241053,-1.7935278369865295,-1.792809022643131,-1.7902789923025642
143,-1.7949068440857314,-1.7938497489047722,-1.794402073241737,-1.7931624429246702
144,-1.7950224403396149,-1.7943072350685059,-1.7931979014363177,-1.7913781390551426
145,-1.794749150170251,-1.79442741149962,-1.7945462449948175,-1.7908296449090833
146,-1.7946743563141543,-1.7943694992378345,-1.7940969789164152,-1.791719093860284
147,-1.7946970954371924,-1.793597980480235,-1.7936729363321509,-1.7931436424402696
148,-1.7949616744153116,-1.7941301079791503,-1.7945306733215047,-1.7843558524124006
149,-1.794875466908858,-1.7942572917876043,-1.7918349176266677,-1.790079792890388
150,-1.7949268055855314,-1.794521641302623,-1.7939664974659346,-1.7898371252371303
151,-1.7946917429809348,-1.7943918642423933,-1.7932112930963227,-1.791474818277356
152,-1.7949562421644223,-1.792742830173649,-1.7940670634285507,-1.789430409178891
153,-1.7946944966711886,-1.7933964228238097,-1.791738368963954,-1.7923095800572697
154,-1.7943217000235754,-1.793827950962231,-1.7937786289141333,-1.7937313297062656
155,-1.794955102422544,-1.793127708035126,-1.7935028502540382,-1.7942365499037847
156,-1.7948422920966252,-1.7944504488258348,-1.7918547491230898,-1.7931412543125258
157,-1.7949216084368897,-1.7947949114087658,-1.7943776954629511,-1.792648818537602
158,-1.7948496698740755,-1.7943209939704738,-1.792774962569251,-1.790142388197189
159,-1.7949693820318335,-1.793965147330534,-1.7942047003144403,-1.7922088609874298
160,-1.7948645097308997,-1.7944518410979629,-1.7941957731943234,-1.790804344894038
161,-1.7948581422793066,-1.7942605232411462,-1.7926232909708402,-1.7937237952287624
162,-1.794943283358279,-1.793964813678262,-1.79201637563303,-1.7932545943553537
163,-1.7949581960662104,-1.7948798271812505,-1.7938890242657202,-1.7934038636680882
164,-1.7949993016370862,-1.7946309419442135,-1.792600904503985,-1.7947647610067716
165,-1.7949680335148819,-1.7924281886342903,-1.794102477648601,-1.794557065133134
166,-1.794923203328918,-1.7934454250059275,-1.7942452188268492,-1.7883097475336829
167,-1.7947616056873714,-1.7942898080509488,-1.793173095240338,-1.7925559832828155
168,-1.7947296448782257,-1.7943317660191367,-1.7942692030126193,-1.7945073551993236
169,-1.7948648690947118,-1.7934055221717446,-1.7946116414077864,-1.7902296652086052
170,-1.7948963888043898,-1.7934909584016234,-1.7921241489258788,-1.794164800907364
171,-1.7948618655098592,-1.794705992437975,-1.793648083108009,-1.7935961261959477
172,-1.79461441440542,-1.7945212784077993,-1.7943876122795022,-1.7896982312024126
173,-1.79488828922138,-1.7943646676524772,-1.7943310304623972,-1.7918082339122219
174,-1.7948243386520155,-1.7943201987982496,-1.7931185108826067,-1.7861785746606729
175,-1.7947013142340953,-1.7946095979955827,-1.7944023403649059,-1.7901330307063599
176,-1.7946931885907929,-1.7940526174693896,-1.7898282613583845,-1.787859166874578
177,-1.7949813670745471,-1.793933229168847,-1.7932089244806866,-1.7911228872101015
178,-1.7949390255290687,-1.794052539152256,-1.7941625028424142,-1.791748778608812
179,-1.794931736180003,-1.794756092816342,-1.7947049599775586,-1.7905506763568975
180,-1.7949443959597537,-1.792898219093746,-1.7909836127228922,-1.7876225423290373
181,-1.7944285027989526,-1.7939484000468606,-1.7928808643069163,-1.792032608520463
182,-1.794840229211307,-1.7936229284283716,-1.7882638083147204,-1.7931834331455345
183,-1.794588447291386,-1.794635599534574,-1.7937508209611708,-1.793141215654927
184,-1.7947515230206301,-1.7945619509722202,-1.7904528180903827,-1.793667153932373
185,-1.7949530781962162,-1.7945316591582896,-1.7938353843573,-1.7878290673816852
186,-1.794913661198621,-1.7933415620641033,-1.7936064405010428,-1.7927686886369851
187,-1.7949076537612667,-1.7944917249680465,-1.7945009913766787,-1.7850383114920187
188,-1.7949957038806281,-1.7942194770070654,-1.7936173088736156,-1.7907320922297103
189,-1.79474880456296,-1.7943846522563054,-1.793178446372964,-1.7894239573416693
190,-1.794789284870134,-1.793816982422525,-1.7911187458940347,-1.792944647003503
191,-1.7948757120537904,-1.7943869475344947,-1.7930663043351172,-1.791066712895835
192,-1.7945379785423592,-1.793815105259277,-1.7930951800073431,-1.7897400980053515
193,-1.7949829934787034,-1.794009174605301,-1.79229348601824,-1.7919327706159598
194,-1.7949754358505157,-1.794740251303167,-1.7939455144111345,-1.7855824814164762
195,-1.7949801919734432,-1.7934491394284824,-1.7915899633444088,-1.7884787420761192
196,-1.7948305006959597,-1.7943737279597352,-1.7932192979157027,-1.7946465883264502
197,-1.794965777418093,-1.7948429392657337,-1.7938487556993343,-1.792123538931397
198,-1.7946650719699608,-1.794493391806895,-1.792870984747555,-1.7928334165042699
199,-1.7949377915581666,-1.7946377076916988,-1.7916532132810419,-1.794026538253064
200,-1.7948648192861518,-1.793701819988598,-1.7946102689717707,-1.7938055846670158
201,-1.7944320889234289,-1.7930532310946323,-1.792737517683633,-1.7918744962652822
202,-1.7948578180132233,-1.7943713112456954,-1.792529415246849,-1.7921214332542084
203,-1.794981933981232,-1.7939122037367614,-1.7939910678069553,-1.7927172081954454
204,-1.7949763864802275,-1.794428096338775,-1.7930064837869257,-1.794030549866487
205,-1.7949788785873066,-1.7940645977767367,-1.7910126440537038,-1.7938811480569612
206,-1.794866836649023,-1.793930319059276,-1.7945268295125958,-1.793420645269176
207,-1.7947060701011572,-1.7948102523276661,-1.7945334989421626,-1.7944474741496341
208,-1.7946832548365481,-1.794381921330898,-1.7937262238888754,-1.7936015835691592
209,-1.7949283579802988,-1.7947715698160178,-1.79372125177931,-1.7912183490674627
210,-1.7949110179530134,-1.7947348543920902,-1.7934904610577533,-1.7918201275228243
211,-1.7948287213479652,-1.7929347939382976,-1.7921683535227935,-1.793494784903176
212,-1.7947394006695905,-1.7940284711476258,-1.7933827984160526,-1.790279851550352
213,-1.7950026887775912,-1.7929365991210824,-1.7938879358197024,-1.7906267269471479
214,-1.794863062696108,-1.7936257679743324,-1.7942791783210796,-1.7910163927397331
215,-1.7949268685947761,-1.7941892845899172,-1.7931358850056058,-1.7940540281657387
216,-1.7948638920059379,-1.7937587493582692,-1.7941801010742298,-1.790626038737525
217,-1.7946968972215187,-1.7938193720281161,-1.793949846773025,-1.7935548735145543
218,-1.7950226605690967,-1.7933551547079971,-1.792327835419414,-1.791107368331211
219,-1.794865785371699,-1.7945905973037382,-1.7930982181673518,-1.789073056786097
220,-1.7944461507929341,-1.792822313508298,-1.792998674827439,-1.792018866415956
221,-1.7947350253583485,-1.7939059239436213,-1.792979288930708,-1.7936814967244696
222,-1.7949376358379243,-1.7946875960474291,-1.7946022442207066,-1.791329706892431
223,-1.7949098754046997,-1.7936617928216638,-1.7941628245213308,-1.7930125170831772
224,-1.7948626055527788,-1.794556934440198,-1.7937758300376987,-1.7920543142550922
225,-1.7948230527605213,-1.794538152470453,-1.7945513899685888,-1.7899372267582714
226,-1.7948344456780634,-1.794415602383002,-1.7946327363703858,-1.7926054144923385
227,-1.7948649193644102,-1.7947017607915505,-1.7926115995899354,-1.7937997929021356
228,-1.7949127748568146,-1.7946417957017864,-1.7933023954476117,-1.7912572026956928
229,-1.7945132136899724,-1.7942880513029371,-1.7937419930972287,-1.7934438902245984
230,-1.7947679727761585,-1.7942811546834656,-1.793268589076515,-1.7932214024362436
231,-1.7947573106384853,-1.79430472361564,-1.7939805374382072,-1.7926235698253192
232,-1.794961238242997,-1.794350096906586,-1.7945428597597566,-1.7881691015408192
233,-1.7948581438263886,-1.793859867679561,-1.7935310260745603,-1.791341155782255
234,-1.794930769386323,-1.7942667415192308,-1.793653242411541,-1.792316435554045
235,-1.7949931689857699,-1.7937297109312138,-1.794237516439072,-1.7927870974399553
236,-1.7948448752368433,-1.793913445142465,-1.7937584076055817,-1.7924833149733999
237,-1.7947922744764349,-1.793169180226827,-1.7932914386084853,-1.7920072953428738
238,-1.794866893835101,-1.7943841811854273,-1.7932538639503361,-1.7924217859495744
239,-1.7947523349424768,-1.7944547777755122,-1.7924994681154256,-1.793478944399851
240,-1.7946645315788121,-1.7943674356209576,-1.793545880220848,-1.7911491471708723
241,-1.7948764878875934,-1.7939718968091543,-1.7938736389359229,-1.7933136899745186
242,-1.7950060466110573,-1.7946362499188289,-1.793237557115435,-1.7901994394373721
243,-1.7949201089079958,-1.7940745316848172,-1.7921358781246033,-1.7911541699800373
244,-1.7948659025911622,-1.7931238018124125,-1.7925095652036167,-1.7931814329199072
245,-1.794992608170096,-1.7934859433915689,-1.7935547590533965,-1.791031930725932
246,-1.7947244747341944,-1.793888659238596,-1.793576646644873,-1.7919288924242796
247,-1.7948631400724362,-1.7937467980858208,-1.7938665983821274,-1.7940117581751296
248,-1.7949760178660537,-1.7948296246994524,-1.7945034849921182,-1.7896761429796082
249,-1.7949536073563324,-1.7948195700800735,-1.7939831599587412,-1.7913497415156314
250,-1.794964101673982,-1.792852033534294,-1.7924525706967325,-1.7876715151827403
251,-1.7949422523700396,-1.794732587732629,-1.793987082638537,-1.7944740733897966
252,-1.7948421649536876,-1.7945166789296896,-1.7940957139701585,-1.7920376491334957
253,-1.7947742463583152,-1.794458473590159,-1.793053710521877,-1.7907542302619905
254,-1.795013336249246,-1.7945180961096667,-1.7944765787794,-1.7903328877059534
255,-1.7948636862104432,-1.7938480274323776,-1.7941498531019207,-1.7860072196592789
256,-1.7949669926041483,-1.7942536078093454,-1.7916464154498675,-1.793575584169771
257,-1.7948954060870252,-1.794755422789879,-1.7889471857403556,-1.7920204497406251
258,-1.7949968123209035,-1.7947263166699283,-1.793998050869194,-1.7898175479783123
259,-1.7946169815016204,-1.7935113293799088,-1.792552333811023,-1.793525525327666
260,-1.7949834844104178,-1.7945371771841363,-1.7916159695016016,-1.7909289838269227
261,-1.7947481038584328,-1.7947751026295007,-1.793453078287993,-1.7914843806654774
262,-1.79471741841622,-1.7921496960476018,-1.7937799948411453,-1.7917541336368497
263,-1.7949735319410054,-1.7938959790927878,-1.7937747604347603,-1.7936141146916667
264,-1.7948513898262433,-1.7939433717572693,-1.7943965656688623,-1.7935523319433384
265,-1.794798958209736,-1.7948582075542858,-1.7938650556019395,-1.792079638970853
266,-1.7947630619495305,-1.7947855370116599,-1.7903068503381359,-1.7918336458033262
267,-1.794944936061606,-1.7942671286196368,-1.7939897891308811,-1.7908175196623977
268,-1.7947728556950888,-1.7947777445919546,-1.7937005920376914,-1.7924596891804652
269,-1.7947845783178664,-1.7944782632420113,-1.7901843905692538,-1.7933071276761425
270,-1.7949067173556859,-1.7946998102900296,-1.793999250210982,-1.7936224751396561
271,-1.7949079585281442,-1.7940671960259338,-1.7927315280503144,-1.7914228739249876
272,-1.7949055349878855,-1.7939473790136806,-1.790462999912675,-1.789809410221811
273,-1.7949582876151133,-1.7943476581890851,-1.793012913763929,-1.780229555865493
274,-1.7949299529779124,-1.794055921573955,-1.7924261530489005,-1.7871479973682347
275,-1.7945118221046183,-1.7936683041485266,-1.792710809846041,-1.7903659529656717
276,-1.794976568730534,-1.7935349781612073,-1.7936171317258278,-1.7926689048250606
277,-1.7949496212373133,-1.793562295725732,-1.793131905951812,-1.7879146883065014
278,-1.7948801333772888,-1.7949323773677142,-1.7947176088257177,-1.7934345586930034
279,-1.7949472372093476,-1.7943672143985523,-1.793885522332585,-1.7936706782828726
280,-1.794707096776829,-1.7946479601753795,-1.7941322997706233,-1.7913492341837587
281,-1.794772704134599,-1.793628068645727,-1.7946601108745872,-1.793761278512969
282,-1.7949307990350127,-1.792529940070874,-1.7926680373161932,-1.7912770936476181
283,-1.7950069347009703,-1.7934777353013729,-1.7926160230664068,-1.7945542083622859
284,-1.7947937729063212,-1.7938438936179228,-1.794383000358012,-1.7869405124665048
285,-1.7949399732756552,-1.792835214927159,-1.793320108706251,-1.7874998036003125
286,-1.7949792845885262,-1.7947535641872583,-1.7925673331891554,-1.7924831379472415
287,-1.7950099425168977,-1.7941424021607941,-1.7914011813292285,-1.7936681641553682
288,-1.794944615224455,-1.7944590200595991,-1.7930444741028726,-1.7907173109413184
289,-1.794806401195007,-1.79467012227144,-1.7937284254247012,-1.7927715375246531
290,-1.7948541837952343,-1.7919351508795378,-1.7941798855911746,-1.7923636659516005
291,-1.7947718585932504,-1.7942795166196994,-1.7923123078180485,-1.7938407685519813
292,-1.7948269614107104,-1.7947558124410015,-1.7946390768963894,-1.7897467501997624
293,-1.7947994759396448,-1.792460707664794,-1.7941691396941413,-1.7931709983450592
294,-1.7948852867291385,-1.7926696520714778,-1.7880163417093207,-1.7929706488086699
295,-1.7947050014020072,-1.7934658068932947,-1.7906894321801305,-1.7934723936891417
296,-1.7948618052075147,-1.794711845894167,-1.7942221396349818,-1.7940330599424972
297,-1.7947415066681354,-1.7942249831484114,-1.794515780489098,-1.7908929070062132
298,-1.7948056468566516,-1.7946876892061372,-1.7932016402629942,-1.793408608883899
299,-1.794900215827778,-1.7938949548239782,-1.7943206732300643,-1.7899474811213785
300,-1.7949033865503474,-1.794362324507923,-1.7938280334842314,-1.7912166915608894
301,-1.7947547268810375,-1.7938890539468288,-1.7941061065928845,-1.7868293832790467
302,-1.7947331675909712,-1.7946826269993508,-1.7929435947171446,-1.7910230277223465
303,-1.7946812219186237,-1.7921982847583808,-1.7935686548962755,-1.790502007379739
304,-1.7948865912198406,-1.7934076759905917,-1.7936997915551376,-1.7888527657831323
305,-1.7946398439299913,-1.794476130532932,-1.793179714636126,-1.791378690725834
306,-1.7947691956874872,-1.793371774526151,-1.7929444492035689,-1.792552257982786
307,-1.7947841725046905,-1.7942987717194478,-1.7937590618866661,-1.7898699816250914
308,-1.7949627529431966,-1.7926929419694075,-1.793148553997359,-1.7907661289622672
309,-1.7949389148045372,-1.7928657911030526,-1.7929769573613872,-1.7919077448771576
310,-1.7948497911629935,-1.793799232823335,-1.7930467406526305,-1.7910813879889298
311,-1.7945256066448596,-1.7936416074395272,-1.7920085291697214,-1.7935020326724382
312,-1.7947635857818893,-1.7945024700507712,-1.7928156058109042,-1.7933324852286112
313,-1.7948588084925319,-1.7946152463464196,-1.7945642911447741,-1.7913761274299427
314,-1.7947004437893717,-1.7936467463258765,-1.7917173076741253,-1.79297353970145
315,-1.7949829959386845,-1.7946641461811175,-1.7943199192040655,-1.7939617656692568
316,-1.7949668334142137,-1.7942929649451118,-1.7894543719329845,-1.7917470799188884
317,-1.7947421684217157,-1.7944927982898937,-1.7924619569063183,-1.791354819743832
318,-1.7946999307166747,-1.7937995998106506,-1.7926974068006052,-1.7903651115004866
319,-1.794960792148891,-1.7945605763401862,-1.7934762886137752,-1.7927163614714796
320,-1.7946230869309627,-1.7933575053161193,-1.7942816259233902,-1.793081213626254
321,-1.7947313183180682,-1.7946026180379435,-1.7933465606133385,-1.7939757891138692
322,-1.7948205415257106,-1.7941016950617095,-1.794140349945641,-1.7929319896154918
323,-1.7949341954008977,-1.7945248026031952,-1.792137993996951,-1.793601008175011
324,-1.7949443907582248,-1.7944383128810673,-1.7934419481210424,-1.7879278422524947
325,-1.7948193414702516,-1.793425947298645,-1.7938554579515158,-1.79218334133092
326,-1.7949132420093576,-1.7939050975388715,-1.7940836697793654,-1.7933350502070224
327,-1.7948396658389076,-1.7941353402675866,-1.7923862695581891,-1.7912092537200899
328,-1.7948132382623176,-1.794868499435183,-1.793261903437775,-1.7940863176795
329,-1.7950169892573946,-1.794694665132555,-1.7929349326355548,-1.793652543185269
330,-1.794931456718455,-1.7940053060647465,-1.7902559145644776,-1.7940702516691265
331,-1.794769784284108,-1.7937107035164523,-1.7906223952910336,-1.7906909758927707
332,-1.7946698380580277,-1.7932031465721292,-1.7938538680610918,-1.7882650207899105
333,-1.7948983978378303,-1.7932643013939713,-1.793994721361999,-1.7936604839917532
334,-1.7949468946667766,-1.7941093081519397,-1.7926709125385356,-1.7935804434204476
335,-1.7948443617153271,-1.7946360067888636,-1.7941407707997492,-1.7916163553666191
336,-1.7948960717749094,-1.7942522020955458,-1.7943305046351155,-1.7902695105287538
337,-1.7948744286175422,-1.7941347002690693,-1.7945569293088046,-1.7925689824314106
338,-1.7946077647673968,-1.794010303091838,-1.7945787915754436,-1.7903889545287897
